                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    107,                0.99442,                 1.2451,                0.49293,                0.84113,                0.93992,                0.90183,                0.94807,                0.63645,                0.90757,                0.87434,                 0.9118,                0.47287,                 1.1987,                 1.6039,                0.55911,                0.88184,              0.0009605,              0.0009605,              0.0009605
                    108,                0.99167,                 1.2501,                0.49131,                0.84039,                0.93548,                0.90639,                0.94008,                0.62913,                 0.9072,                  0.879,                0.91426,                0.46173,                 1.1999,                 1.6007,                0.55619,                0.88051,              0.0009506,              0.0009506,              0.0009506
                    109,                 1.0008,                 1.2414,                0.48997,                0.84352,                 0.9198,                0.92922,                0.95167,                0.63655,                0.91504,                0.88528,                0.92266,                0.48368,                 1.1842,                 1.5594,                 0.5634,                0.88154,              0.0009407,              0.0009407,              0.0009407
                    110,                0.97449,                 1.1969,                0.48108,                0.84069,                0.90685,                0.93349,                0.94821,                0.63816,                0.87213,                 0.9032,                0.91808,                0.46834,                  1.177,                 1.6057,                0.54441,                0.87851,              0.0009308,              0.0009308,              0.0009308
                    111,                0.98368,                   1.24,                0.48127,                0.84126,                0.92992,                0.90888,                 0.9443,                0.62736,                 0.9052,                  0.879,                0.91567,                0.46493,                 1.1919,                 1.6155,                0.55271,                0.87978,              0.0009209,              0.0009209,              0.0009209
                    112,                0.99277,                 1.2444,                0.49208,                0.84263,                 0.9347,                0.90639,                0.94924,                0.63691,                0.91035,                0.88128,                0.92079,                0.48606,                 1.1766,                 1.5882,                0.56013,                0.87644,               0.000911,               0.000911,               0.000911
                    113,                0.96444,                 1.2196,                  0.476,                0.83516,                 0.9276,                0.90183,                0.94316,                0.63495,                0.90171,                 0.8653,                0.90855,                0.46043,                 1.1989,                 1.6449,                0.55501,                0.88194,              0.0009011,              0.0009011,              0.0009011
                    114,                0.97896,                 1.2109,                 0.4816,                0.83927,                0.91387,                0.92048,                0.95346,                0.64131,                 0.8827,                0.88813,                0.92912,                0.48089,                 1.1745,                 1.6392,                0.54109,                0.87507,              0.0008912,              0.0008912,              0.0008912
                    115,                0.97516,                 1.2238,                0.47792,                0.83881,                0.93881,                0.91074,                0.94876,                 0.6327,                0.91126,                0.89091,                0.93038,                0.47703,                 1.1858,                 1.5931,                0.54005,                0.87989,              0.0008813,              0.0008813,              0.0008813
                    116,                0.96991,                 1.1911,                0.47694,                0.83791,                0.92095,                  0.931,                 0.9526,                0.65073,                0.88482,                0.89447,                0.92178,                0.48477,                 1.1849,                 1.5988,                 0.5416,                 0.8773,              0.0008714,              0.0008714,              0.0008714
                    117,                  0.979,                 1.2137,                0.47586,                0.84483,                0.92555,                0.90822,                0.94295,                0.63178,                0.92311,                0.86986,                0.92013,                0.47119,                 1.1868,                  1.588,                 0.5536,                0.87921,              0.0008615,              0.0008615,              0.0008615
                    118,                 0.9706,                 1.2047,                0.47341,                0.83685,                0.92144,                0.92466,                 0.9501,                0.63444,                0.92343,                0.88104,                0.92795,                0.46996,                 1.1874,                 1.6054,                0.54807,                0.87693,              0.0008516,              0.0008516,              0.0008516
                    119,                0.94677,                 1.1944,                0.46636,                0.84015,                 0.9324,                0.91319,                0.95407,                0.64308,                0.89835,                0.89498,                0.92894,                0.49235,                 1.1812,                 1.5825,                0.54318,                0.87802,              0.0008417,              0.0008417,              0.0008417
                    120,                 0.9627,                 1.1992,                0.47296,                0.83693,                0.93504,                0.90183,                 0.9489,                0.63771,                 0.9161,                0.88356,                0.92849,                0.47434,                 1.1835,                 1.6316,                0.54665,                0.88026,              0.0008318,              0.0008318,              0.0008318
                    121,                0.95862,                 1.2012,                0.47513,                0.83969,                0.93836,                 0.9036,                0.94499,                0.63401,                0.91691,                0.88183,                0.92183,                 0.4772,                 1.1891,                 1.6163,                0.56998,                0.88258,              0.0008219,              0.0008219,              0.0008219
                    122,                0.95257,                 1.1648,                0.46521,                 0.8377,                0.94299,                0.90635,                0.95374,                0.64134,                0.92938,                0.88584,                0.93747,                0.48163,                 1.1807,                 1.6216,                0.54745,                0.88195,               0.000812,               0.000812,               0.000812
                    123,                0.94547,                 1.1856,                0.45672,                0.83495,                0.94721,                0.91324,                0.95322,                0.63544,                0.92675,                0.88584,                0.93163,                0.48351,                 1.1832,                 1.6212,                 0.5649,                0.88247,              0.0008021,              0.0008021,              0.0008021
                    124,                0.94511,                 1.1895,                0.46533,                0.83272,                 0.9326,                 0.9161,                0.95044,                 0.6395,                0.91305,                0.89269,                0.93136,                 0.4838,                 1.1958,                 1.6656,                0.56009,                0.88761,              0.0007922,              0.0007922,              0.0007922
                    125,                   0.96,                  1.204,                0.46856,                0.83661,                0.94895,                0.89122,                0.95006,                0.63303,                0.92921,                0.86758,                0.92554,                0.47109,                 1.1886,                 1.6443,                0.54573,                0.88847,              0.0007823,              0.0007823,              0.0007823
                    126,                 0.9407,                 1.1719,                0.45951,                0.83309,                0.91962,                 0.9404,                0.95178,                0.63618,                0.89733,                0.91787,                 0.9306,                0.47566,                 1.1836,                 1.6495,                0.54237,                0.88504,              0.0007724,              0.0007724,              0.0007724
                    127,                  0.938,                 1.1661,                0.45767,                0.83229,                0.91682,                0.93107,                0.94496,                0.63388,                0.90139,                0.91324,                0.93282,                0.47724,                 1.1848,                  1.652,                0.54765,                0.88133,              0.0007625,              0.0007625,              0.0007625
                    128,                0.93425,                 1.1569,                0.45228,                0.83148,                0.93842,                0.92466,                 0.9506,                0.63387,                0.91128,                0.89726,                0.92382,                 0.4754,                    1.2,                 1.7109,                0.54296,                0.88586,              0.0007526,              0.0007526,              0.0007526
                    129,                0.93258,                  1.167,                0.45829,                0.83313,                0.94128,                0.91488,                0.94895,                0.62847,                0.92718,                0.90118,                0.93158,                0.47721,                 1.1959,                 1.6679,                0.53678,                0.88447,              0.0007427,              0.0007427,              0.0007427
                    130,                0.93655,                 1.1693,                 0.4491,                 0.8323,                0.93302,                0.92223,                0.95171,                0.64186,                0.91368,                0.89726,                0.92877,                0.47374,                 1.1955,                 1.6534,                0.54923,                0.88151,              0.0007328,              0.0007328,              0.0007328
                    131,                 0.9448,                 1.1696,                0.45492,                0.83441,                0.93981,                0.89726,                0.94909,                0.63723,                0.92616,                0.86758,                0.93227,                0.47387,                  1.196,                 1.6255,                0.54612,                0.88348,              0.0007229,              0.0007229,              0.0007229
                    132,                0.91169,                   1.14,                0.44447,                0.83087,                0.94113,                0.91246,                0.94904,                 0.6345,                0.91094,                0.91079,                0.93462,                0.47182,                 1.2042,                 1.6627,                0.54219,                0.88655,               0.000713,               0.000713,               0.000713
                    133,                 0.9318,                 1.1619,                0.45428,                0.83047,                0.94048,                0.90184,                0.94672,                0.63424,                0.92619,                0.88814,                0.93276,                0.47869,                 1.1836,                 1.6479,                0.53723,                0.88428,              0.0007031,              0.0007031,              0.0007031
                    134,                0.93562,                 1.1676,                0.45752,                0.83252,                0.90986,                0.93379,                0.95078,                0.63846,                0.91782,                0.87215,                0.92595,                0.47622,                 1.1827,                 1.6748,                0.53328,                0.88297,              0.0006932,              0.0006932,              0.0006932
                    135,                0.93224,                 1.1842,                0.45386,                0.83139,                0.94332,                0.91197,                0.95362,                0.64109,                0.92635,                0.89021,                0.93253,                0.47194,                 1.1938,                 1.6067,                0.54103,                0.88328,              0.0006833,              0.0006833,              0.0006833
                    136,                0.92046,                 1.1651,                 0.4543,                0.83148,                0.93821,                0.90134,                0.94751,                0.63677,                0.92395,                0.88764,                0.93426,                0.47685,                 1.2041,                 1.6604,                0.55295,                0.88596,              0.0006734,              0.0006734,              0.0006734
                    137,                0.90792,                 1.1571,                0.44453,                0.82872,                0.93051,                0.91553,                0.95104,                0.63698,                0.92616,                0.88769,                0.93291,                0.48129,                 1.1946,                 1.7091,                0.54705,                0.88634,              0.0006635,              0.0006635,              0.0006635
                    138,                0.91364,                 1.1445,                0.44709,                0.82924,                 0.9365,                0.90917,                0.94565,                0.64039,                0.93751,                0.88584,                0.93996,                0.49401,                 1.1842,                 1.6631,                 0.5339,                0.88478,              0.0006536,              0.0006536,              0.0006536
                    139,                0.92473,                 1.1483,                0.44564,                0.82895,                0.93815,                0.90039,                0.94563,                0.64018,                0.92398,                0.88801,                 0.9321,                0.48316,                 1.1923,                  1.676,                0.53221,                0.88477,              0.0006437,              0.0006437,              0.0006437
                    140,                0.91495,                 1.1423,                0.44258,                0.82936,                0.94166,                0.89954,                0.94925,                0.63797,                0.93034,                0.88813,                0.93462,                0.48946,                 1.1866,                 1.6754,                0.53195,                0.88423,              0.0006338,              0.0006338,              0.0006338
                    141,                0.90457,                 1.1337,                0.44295,                0.82916,                 0.9354,                0.90868,                0.95139,                0.64282,                0.91659,                0.89041,                0.93523,                 0.4953,                 1.1792,                 1.6576,                0.53761,                0.88417,              0.0006239,              0.0006239,              0.0006239
                    142,                0.90205,                 1.1383,                0.44039,                0.82772,                0.94375,                0.91096,                0.95113,                0.63892,                0.93166,                0.88813,                0.93053,                0.48856,                 1.1862,                 1.6228,                 0.5272,                0.88593,               0.000614,               0.000614,               0.000614
                    143,                0.91931,                 1.1553,                0.44137,                 0.8282,                0.93701,                0.92009,                0.95266,                0.64357,                0.92503,                0.89269,                0.93489,                0.50138,                 1.1795,                   1.64,                0.53355,                0.88498,              0.0006041,              0.0006041,              0.0006041
                    144,                0.91397,                 1.1459,                0.44283,                0.82832,                 0.9451,                0.91096,                0.94646,                0.63859,                 0.9224,                0.88584,                0.93149,                 0.4939,                 1.1872,                 1.6621,                0.53175,                0.88235,              0.0005942,              0.0005942,              0.0005942
                    145,                0.89271,                 1.1336,                0.43942,                  0.829,                0.93898,                0.91781,                0.95249,                0.64365,                0.94406,                0.88128,                0.94013,                0.49244,                 1.1819,                 1.6806,                0.52678,                0.88428,              0.0005843,              0.0005843,              0.0005843
                    146,                0.89196,                 1.1183,                 0.4351,                0.82812,                0.94521,                0.91096,                0.94603,                0.63943,                  0.933,                0.89025,                0.93179,                0.48684,                 1.1874,                 1.6717,                0.52986,                0.88447,              0.0005744,              0.0005744,              0.0005744
                    147,                0.89431,                 1.1483,                0.43991,                0.82551,                 0.9421,                0.89954,                0.94823,                0.64235,                0.91799,                0.86896,                0.92107,                0.49088,                 1.1867,                   1.65,                0.55121,                0.88357,              0.0005645,              0.0005645,              0.0005645
                    148,                0.89756,                 1.1274,                0.43787,                0.82314,                0.93447,                0.91553,                0.95048,                0.63773,                0.90399,                0.88138,                0.91992,                0.49115,                 1.1942,                 1.6513,                0.53754,                0.88606,              0.0005546,              0.0005546,              0.0005546
                    149,                0.89606,                 1.1146,                 0.4393,                0.82763,                 0.9309,                0.92271,                0.95109,                0.64132,                0.90362,                0.89041,                0.92509,                0.48788,                 1.1918,                 1.6527,                0.53409,                0.88407,              0.0005447,              0.0005447,              0.0005447
                    150,                0.88446,                 1.1176,                0.43127,                0.82534,                0.92364,                0.92237,                0.94988,                0.63716,                0.90474,                0.88356,                0.92435,                0.48905,                 1.1903,                 1.6876,                0.53666,                0.88422,              0.0005348,              0.0005348,              0.0005348
                    151,                0.89928,                 1.1246,                0.44018,                0.82394,                0.92884,                0.92382,                0.94778,                0.63655,                0.92525,                0.88128,                 0.9224,                0.48205,                 1.1836,                 1.6686,                0.53538,                0.88449,              0.0005249,              0.0005249,              0.0005249
                    152,                 0.8796,                 1.1171,                0.43508,                0.82475,                0.93631,                0.90183,                0.94834,                0.63846,                0.92949,                0.87671,                0.92466,                  0.486,                 1.1883,                 1.6737,                0.54951,                0.88576,               0.000515,               0.000515,               0.000515
                    153,                0.87876,                 1.1367,                0.42715,                0.82775,                0.95003,                0.91157,                0.95315,                0.64272,                0.93008,                0.88128,                0.92591,                0.48986,                 1.1833,                  1.669,                0.53785,                0.88425,              0.0005051,              0.0005051,              0.0005051
                    154,                0.87437,                 1.1056,                0.42365,                0.82849,                 0.9538,                0.90868,                  0.952,                0.63982,                0.92983,                0.88584,                0.92213,                0.48067,                 1.1861,                 1.6826,                0.54777,                0.88362,              0.0004952,              0.0004952,              0.0004952
                    155,                0.87683,                 1.1131,                0.42554,                0.82655,                0.94542,                0.90951,                0.94317,                0.64187,                0.92378,                0.88552,                0.92312,                0.48246,                 1.1884,                 1.6926,                0.54472,                0.88453,              0.0004853,              0.0004853,              0.0004853
                    156,                0.88129,                 1.1235,                0.42742,                0.82402,                0.94496,                0.91781,                0.94833,                0.63827,                0.92602,                0.88591,                0.92283,                0.48028,                 1.1938,                 1.7058,                0.53307,                0.88581,              0.0004754,              0.0004754,              0.0004754
                    157,                0.86837,                 1.0998,                 0.4216,                0.82367,                0.94998,                0.91066,                0.94558,                0.63868,                0.93077,                0.89015,                0.92639,                0.48642,                 1.1878,                 1.7122,                0.53285,                0.88615,              0.0004655,              0.0004655,              0.0004655
                    158,                 0.8649,                 1.1084,                0.41917,                0.82428,                0.94845,                0.90868,                0.94562,                0.63853,                0.92777,                0.88813,                0.92459,                 0.4774,                 1.1937,                 1.7226,                0.53174,                0.88809,              0.0004556,              0.0004556,              0.0004556
                    159,                0.87161,                 1.1085,                0.42281,                0.82012,                0.95301,                0.91553,                0.94763,                0.64113,                0.92403,                0.88128,                 0.9234,                 0.4788,                 1.1885,                 1.7136,                0.53062,                0.88693,              0.0004457,              0.0004457,              0.0004457
                    160,                0.86153,                  1.093,                0.41813,                0.81742,                0.95006,                0.91324,                0.94749,                0.63596,                0.92104,                0.87883,                 0.9211,                0.47819,                 1.1922,                  1.731,                0.52735,                0.88658,              0.0004358,              0.0004358,              0.0004358
                    161,                0.87245,                 1.1011,                0.42405,                0.82145,                0.95421,                 0.9039,                0.94943,                0.63344,                0.93052,                  0.879,                 0.9239,                0.47947,                 1.1881,                 1.7328,                0.53427,                0.88767,              0.0004259,              0.0004259,              0.0004259
                    162,                 0.8612,                 1.0821,                0.42174,                0.82207,                0.94466,                0.91324,                0.94663,                0.63783,                0.92142,                0.88343,                 0.9189,                0.47922,                 1.1927,                 1.7278,                0.53223,                0.88811,               0.000416,               0.000416,               0.000416
                    163,                0.85496,                 1.0813,                0.41698,                0.81935,                0.93998,                0.92009,                0.94841,                0.63559,                0.92302,                0.89041,                0.92398,                0.48142,                 1.1986,                 1.7158,                 0.5363,                0.88864,              0.0004061,              0.0004061,              0.0004061
                    164,                 0.8654,                 1.0929,                0.42093,                0.82376,                0.93941,                0.92466,                0.95173,                0.63532,                0.92686,                0.88813,                0.92792,                0.48525,                 1.1911,                 1.7174,                0.52925,                0.88784,              0.0003962,              0.0003962,              0.0003962
                    165,                0.85401,                 1.0883,                0.41452,                0.81988,                0.95016,                0.90639,                0.94565,                0.63863,                0.92881,                0.88356,                0.92487,                0.48323,                 1.1857,                 1.6943,                0.52807,                0.88784,              0.0003863,              0.0003863,              0.0003863
                    166,                0.83737,                 1.0874,                0.41376,                0.82095,                0.94798,                0.91525,                0.94422,                0.64678,                0.92423,                0.89116,                0.92481,                0.48702,                 1.1808,                 1.7006,                0.52936,                0.88656,              0.0003764,              0.0003764,              0.0003764
                    167,                0.85051,                 1.0644,                0.41103,                0.81837,                0.94784,                0.91276,                0.94511,                0.64313,                 0.9197,                0.88128,                0.91908,                0.48281,                 1.1824,                 1.6979,                0.53685,                0.88604,              0.0003665,              0.0003665,              0.0003665
                    168,                0.84784,                 1.0842,                0.40718,                0.81814,                0.94094,                0.90933,                 0.9423,                0.64219,                0.91871,                0.88356,                0.91918,                0.48395,                 1.1817,                 1.6987,                0.53423,                0.88575,              0.0003566,              0.0003566,              0.0003566
                    169,                0.84107,                 1.0793,                0.41271,                0.81988,                0.93228,                0.91148,                0.94121,                0.63839,                0.91852,                0.88356,                0.92207,                0.48798,                 1.1849,                 1.6988,                0.52683,                0.88775,              0.0003467,              0.0003467,              0.0003467
                    170,                0.84667,                 1.0851,                 0.4075,                0.82148,                0.94118,                0.91328,                0.94351,                0.63753,                0.92581,                0.88319,                0.92398,                0.49438,                 1.1831,                 1.7009,                0.52612,                0.88627,              0.0003368,              0.0003368,              0.0003368
                    171,                 0.8388,                 1.0723,                0.40799,                0.82032,                0.94312,                0.90861,                0.94438,                0.64133,                 0.9298,                  0.879,                0.92253,                0.49199,                 1.1857,                  1.708,                 0.5306,                0.88615,              0.0003269,              0.0003269,              0.0003269
                    172,                0.85173,                 1.0868,                0.41292,                0.82123,                0.95166,                0.89899,                0.94247,                0.64016,                0.93291,                0.88128,                0.92279,                0.49312,                 1.1884,                 1.7124,                0.54117,                 0.8858,               0.000317,               0.000317,               0.000317
                    173,                0.84056,                 1.0959,                0.40801,                0.82091,                0.94919,                0.89571,                0.94355,                0.64001,                 0.9344,                 0.8781,                0.92657,                 0.4927,                 1.1876,                 1.7081,                0.54507,                0.88437,              0.0003071,              0.0003071,              0.0003071
                    174,                0.82947,                 1.0645,                0.40328,                0.81555,                0.94525,                0.89954,                0.94845,                0.64256,                0.92486,                  0.879,                0.92461,                0.49359,                 1.1889,                  1.709,                0.53634,                0.88444,              0.0002972,              0.0002972,              0.0002972
                    175,                0.84082,                 1.0649,                0.40764,                0.81978,                0.93804,                0.90639,                0.94864,                0.64106,                0.91997,                0.87443,                0.92187,                 0.4931,                 1.1894,                 1.7157,                0.53683,                0.88552,              0.0002873,              0.0002873,              0.0002873
                    176,                0.84371,                 1.0644,                0.40811,                0.82045,                0.93862,                0.90868,                0.94994,                0.64325,                0.92342,                0.87671,                0.92222,                0.49199,                 1.1925,                 1.7267,                 0.5383,                0.88491,              0.0002774,              0.0002774,              0.0002774
                    177,                0.83824,                 1.0738,                0.40477,                 0.8193,                0.93282,                0.91096,                0.95197,                0.64337,                0.92621,                  0.879,                 0.9245,                0.49023,                 1.1937,                 1.7321,                 0.5376,                0.88559,              0.0002675,              0.0002675,              0.0002675
                    178,                0.82478,                 1.0586,                0.40406,                 0.8177,                0.93883,                0.90639,                0.95331,                0.64049,                0.92194,                0.87215,                0.92308,                0.49142,                 1.1927,                 1.7344,                0.53516,                0.88659,              0.0002576,              0.0002576,              0.0002576
                    179,                0.82093,                 1.0537,                0.39629,                 0.8158,                0.93666,                0.91162,                0.95046,                 0.6416,                0.93408,                0.87349,                0.92266,                0.48799,                 1.1953,                 1.7243,                0.53586,                0.88718,              0.0002477,              0.0002477,              0.0002477
                    180,                0.80814,                 1.0451,                0.39637,                0.81829,                0.93687,                0.91487,                0.95138,                0.64365,                 0.9316,                0.86986,                0.92298,                0.48949,                  1.192,                  1.722,                0.53674,                0.88649,              0.0002378,              0.0002378,              0.0002378
                    181,                0.81648,                 1.0558,                0.40157,                0.81946,                0.94199,                0.91096,                0.94773,                0.64031,                0.93394,                0.87155,                0.92309,                0.48732,                 1.1954,                 1.7226,                0.54162,                0.88759,              0.0002279,              0.0002279,              0.0002279
                    182,                 0.8214,                 1.0679,                 0.4028,                0.81718,                 0.9408,                0.90704,                0.94954,                0.64369,                0.93433,                0.87215,                0.92577,                0.48654,                 1.1965,                 1.7388,                0.53348,                0.88828,               0.000218,               0.000218,               0.000218
                    183,                0.81504,                 1.0354,                0.39205,                0.81528,                0.95178,                 0.9012,                0.94832,                0.64489,                0.92963,                0.87468,                0.92319,                 0.4901,                 1.1959,                 1.7433,                0.53495,                0.88848,              0.0002081,              0.0002081,              0.0002081
                    184,                0.80864,                 1.0513,                 0.3935,                0.81142,                0.94743,                0.90522,                0.94425,                0.64217,                0.92114,                 0.8801,                0.92004,                0.48569,                 1.1959,                 1.7484,                0.54022,                0.88876,              0.0001982,              0.0001982,              0.0001982
                    185,                0.81747,                 1.0495,                0.39372,                0.82006,                0.95412,                0.90207,                0.94557,                0.64415,                0.92728,                0.87215,                0.92081,                0.48903,                  1.195,                 1.7619,                0.53894,                0.88853,              0.0001883,              0.0001883,              0.0001883
                    186,                0.82113,                  1.036,                 0.4015,                0.81437,                0.94959,                0.89954,                0.94392,                0.64454,                0.92463,                0.86831,                0.91689,                0.49104,                  1.195,                 1.7679,                0.53784,                0.88787,              0.0001784,              0.0001784,              0.0001784
                    187,                0.81138,                  1.037,                0.39581,                0.81658,                0.94506,                0.90333,                0.94291,                0.64516,                0.92632,                0.87215,                0.92198,                0.49564,                 1.1957,                 1.7712,                0.53889,                0.88791,              0.0001685,              0.0001685,              0.0001685
                    188,                0.80846,                 1.0491,                0.39183,                0.81555,                0.94716,                0.90034,                0.94482,                 0.6469,                0.92549,                0.87215,                0.92081,                0.49145,                 1.1953,                 1.7673,                0.54222,                0.88806,              0.0001586,              0.0001586,              0.0001586
                    189,                0.80391,                 1.0434,                 0.3888,                0.81438,                0.93961,                0.90868,                0.94549,                 0.6457,                0.92767,                0.86986,                0.92032,                0.49332,                 1.1969,                 1.7684,                0.54262,                0.88838,              0.0001487,              0.0001487,              0.0001487
                    190,                0.81164,                 1.0391,                0.38848,                0.81614,                0.93807,                0.91096,                0.94734,                0.64573,                0.92513,                0.86758,                0.91878,                 0.4902,                 1.1998,                 1.7584,                0.54323,                0.88785,              0.0001388,              0.0001388,              0.0001388
                    191,                0.85201,                 1.0939,                0.40747,                0.83065,                0.93661,                0.91076,                0.94664,                0.64608,                0.93164,                0.87127,                0.91532,                 0.4912,                 1.1942,                 1.7515,                0.54603,                0.88773,              0.0001289,              0.0001289,              0.0001289
                    192,                0.80635,                 1.0575,                0.39048,                0.81868,                0.93249,                0.91096,                0.94743,                0.64444,                0.92486,                0.87215,                0.91431,                0.48704,                 1.1883,                  1.726,                0.54416,                0.88675,               0.000119,               0.000119,               0.000119
                    193,                0.80036,                 1.0461,                0.38382,                0.82076,                0.93508,                0.90868,                0.94789,                0.64197,                0.92827,                0.87215,                0.91527,                0.48628,                 1.1901,                 1.7167,                 0.5453,                0.88684,              0.0001091,              0.0001091,              0.0001091
