                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                0.64362,                0.38656,                0.84594,                0.88824,                0.94156,                0.95393,                0.79664,                0.79593,                0.46818,                 0.8815,              0.0002773,              0.0002773,              0.0002773
                    149,                0.64371,                0.38558,                0.84565,                0.88597,                0.95259,                0.95981,                0.80268,                0.79433,                0.47237,                0.88391,             0.00027235,             0.00027235,             0.00027235
                    150,                 0.6427,                0.39018,                0.84216,                0.89057,                0.93091,                0.94738,                0.79764,                0.79257,                0.48102,                 0.8832,              0.0002674,              0.0002674,              0.0002674
                    151,                0.63255,                0.38426,                 0.8467,                0.90602,                0.92642,                 0.9461,                0.79493,                 0.7855,                0.47733,                0.88242,             0.00026245,             0.00026245,             0.00026245
                    152,                0.63545,                0.38745,                0.84748,                0.88015,                0.93818,                0.95283,                0.79082,                0.78553,                0.47215,                0.88071,              0.0002575,              0.0002575,              0.0002575
                    153,                0.62429,                0.38039,                0.84364,                0.90132,                0.92986,                0.94847,                0.79317,                0.78795,                0.47293,                0.87817,             0.00025255,             0.00025255,             0.00025255
                    154,                0.62581,                0.37696,                 0.8406,                0.89731,                0.93568,                0.95267,                0.79566,                0.78619,                0.47232,                0.88203,              0.0002476,              0.0002476,              0.0002476
                    155,                0.62987,                0.37942,                0.84241,                0.89868,                0.94601,                0.95086,                0.79336,                0.78225,                0.47925,                0.87978,             0.00024265,             0.00024265,             0.00024265
                    156,                0.62305,                0.37698,                0.84317,                  0.914,                0.93728,                0.95149,                0.79152,                0.78481,                0.46906,                0.88121,              0.0002377,              0.0002377,              0.0002377
                    157,                0.62483,                0.37516,                0.84164,                0.93294,                0.93019,                0.95868,                0.80317,                0.79191,                0.47457,                0.88153,             0.00023275,             0.00023275,             0.00023275
                    158,                0.61937,                0.37278,                0.84079,                0.92432,                0.92964,                0.96045,                0.80625,                0.78962,                0.48007,                0.88115,              0.0002278,              0.0002278,              0.0002278
                    159,                0.62006,                0.37186,                 0.8401,                0.92455,                0.92388,                0.95545,                0.80035,                0.79604,                0.47301,                0.88417,             0.00022285,             0.00022285,             0.00022285
                    160,                0.62556,                0.37426,                0.84479,                0.92046,                0.92084,                0.95771,                0.80311,                0.79796,                 0.4821,                0.88331,              0.0002179,              0.0002179,              0.0002179
                    161,                0.61269,                0.36604,                0.83771,                0.90955,                0.93486,                0.95926,                0.79852,                0.79302,                0.47571,                0.88256,             0.00021295,             0.00021295,             0.00021295
                    162,                0.62649,                0.37736,                0.84344,                0.91167,                0.93291,                0.95218,                0.79514,                 0.7935,                0.47553,                 0.8844,               0.000208,               0.000208,               0.000208
                    163,                0.61304,                0.36837,                0.84123,                0.91407,                0.92253,                0.95624,                0.80523,                0.78597,                0.47817,                0.88334,             0.00020305,             0.00020305,             0.00020305
                    164,                0.61679,                0.36669,                0.83995,                0.91422,                0.94268,                0.95649,                0.80351,                 0.7819,                0.47889,                0.88223,              0.0001981,              0.0001981,              0.0001981
                    165,                0.61918,                0.37168,                0.83957,                0.92014,                0.91647,                0.95747,                 0.8026,                0.78185,                0.48234,                 0.8813,             0.00019315,             0.00019315,             0.00019315
                    166,                0.61503,                 0.3664,                0.83776,                0.91368,                0.93126,                0.96164,                0.80968,                0.78334,                0.47836,                0.88092,              0.0001882,              0.0001882,              0.0001882
                    167,                 0.6171,                0.37144,                0.83931,                0.91569,                0.92942,                0.95978,                0.80902,                0.78115,                0.48063,                0.88147,             0.00018325,             0.00018325,             0.00018325
                    168,                 0.6074,                0.36298,                0.83776,                 0.9251,                0.93166,                0.95277,                0.79827,                0.78275,                0.47639,                0.88333,              0.0001783,              0.0001783,              0.0001783
                    169,                 0.6051,                0.35968,                0.83719,                0.92702,                0.91893,                0.95332,                0.79973,                 0.7828,                0.48407,                0.88299,             0.00017335,             0.00017335,             0.00017335
                    170,                0.59731,                0.35589,                 0.8373,                0.91959,                0.92366,                0.95356,                0.79757,                0.78587,                0.48247,                0.88352,              0.0001684,              0.0001684,              0.0001684
                    171,                0.59446,                0.35486,                0.83494,                0.92262,                0.93117,                0.95156,                 0.7973,                0.78576,                0.48385,                0.88499,             0.00016345,             0.00016345,             0.00016345
                    172,                0.59727,                 0.3604,                0.83663,                0.91582,                0.93709,                0.95411,                 0.8013,                 0.7796,                0.47453,                0.88309,              0.0001585,              0.0001585,              0.0001585
                    173,                0.60182,                0.35812,                0.83585,                0.91013,                0.93891,                0.95381,                0.80115,                0.77984,                0.47484,                0.88068,             0.00015355,             0.00015355,             0.00015355
                    174,                0.60076,                0.35873,                0.83506,                0.91438,                0.93378,                0.94831,                0.80022,                0.78186,                0.47841,                0.87969,              0.0001486,              0.0001486,              0.0001486
                    175,                0.58861,                0.35441,                0.83602,                0.90101,                0.94284,                0.95279,                0.80038,                0.77924,                0.47284,                0.87981,             0.00014365,             0.00014365,             0.00014365
                    176,                0.59934,                0.35874,                0.83608,                0.92227,                0.92526,                 0.9493,                0.80162,                0.77973,                0.47694,                0.88044,              0.0001387,              0.0001387,              0.0001387
                    177,                0.58858,                0.35319,                 0.8349,                0.90579,                0.93996,                0.94489,                0.80375,                0.78052,                0.47574,                0.87905,             0.00013375,             0.00013375,             0.00013375
                    178,                0.59334,                0.35624,                0.83489,                0.90468,                 0.9411,                0.95224,                0.80853,                0.77582,                0.47784,                0.87894,              0.0001288,              0.0001288,              0.0001288
                    179,                0.58998,                0.35491,                0.83259,                0.91551,                0.92331,                0.95327,                0.79813,                0.77455,                0.47577,                 0.8802,             0.00012385,             0.00012385,             0.00012385
                    180,                0.58333,                0.34738,                0.83464,                0.91262,                0.93021,                0.95342,                0.80161,                0.77649,                0.46968,                0.88011,              0.0001189,              0.0001189,              0.0001189
                    181,                0.58441,                0.34476,                0.83194,                0.91794,                 0.9241,                0.95381,                0.80071,                0.77735,                0.47463,                0.88251,             0.00011395,             0.00011395,             0.00011395
                    182,                 0.5844,                0.35019,                0.83248,                0.89293,                0.94575,                0.95384,                0.80491,                0.77784,                0.47473,                0.88354,               0.000109,               0.000109,               0.000109
                    183,                0.57561,                0.34574,                0.83058,                0.90944,                0.93549,                0.94576,                0.79703,                0.77909,                0.47613,                0.88376,             0.00010405,             0.00010405,             0.00010405
                    184,                0.58224,                0.35086,                0.83024,                0.90584,                0.93347,                0.94432,                0.79623,                0.77689,                0.47981,                 0.8838,               9.91e-05,               9.91e-05,               9.91e-05
                    185,                0.58761,                0.35575,                0.83502,                0.90897,                0.93423,                0.94618,                0.79701,                0.77799,                0.47629,                0.88413,              9.415e-05,              9.415e-05,              9.415e-05
                    186,                0.57534,                0.34596,                0.83093,                 0.9197,                0.91992,                0.94548,                0.79868,                0.77786,                0.47888,                0.88354,               8.92e-05,               8.92e-05,               8.92e-05
                    187,                0.58111,                0.35142,                0.83169,                0.90141,                0.93067,                0.94938,                0.79881,                0.77976,                0.47823,                 0.8833,              8.425e-05,              8.425e-05,              8.425e-05
                    188,                0.57551,                0.34864,                0.83165,                0.90361,                0.92842,                0.94896,                0.80407,                0.78198,                0.47701,                0.88427,               7.93e-05,               7.93e-05,               7.93e-05
                    189,                0.57286,                0.34488,                0.83045,                0.90914,                0.92406,                0.94899,                0.80219,                0.78368,                 0.4799,                0.88215,              7.435e-05,              7.435e-05,              7.435e-05
                    190,                0.56687,                0.33755,                0.82846,                0.91244,                0.92267,                0.95222,                0.80664,                0.77978,                0.47594,                0.88141,               6.94e-05,               6.94e-05,               6.94e-05
                    191,                0.57252,                0.31438,                0.81785,                0.90669,                0.92761,                0.94788,                0.79783,                0.78911,                0.49399,                0.88431,              6.445e-05,              6.445e-05,              6.445e-05
                    192,                0.55391,                0.30309,                0.81005,                0.90598,                0.92492,                0.94216,                0.79218,                0.79492,                0.50749,                0.88626,               5.95e-05,               5.95e-05,               5.95e-05
                    193,                0.54828,                0.30243,                 0.8122,                 0.9024,                0.93602,                0.94378,                0.79303,                0.79687,                0.50793,                0.88778,              5.455e-05,              5.455e-05,              5.455e-05
                    194,                0.54266,                0.29816,                0.81096,                0.91474,                0.90882,                0.94149,                0.79333,                0.79328,                0.50939,                0.88638,               4.96e-05,               4.96e-05,               4.96e-05
                    195,                0.54083,                0.29796,                0.80885,                0.91983,                0.91039,                0.94211,                0.79166,                0.78742,                 0.5051,                0.88524,              4.465e-05,              4.465e-05,              4.465e-05
                    196,                0.53765,                0.29713,                0.80921,                0.91308,                0.91855,                0.94318,                0.78737,                0.78475,                0.49901,                0.88471,               3.97e-05,               3.97e-05,               3.97e-05
                    197,                0.53483,                0.29507,                0.81013,                0.91664,                0.91576,                0.94402,                0.79285,                0.78349,                0.49541,                0.88515,              3.475e-05,              3.475e-05,              3.475e-05
                    198,                0.53195,                0.29421,                0.81094,                0.91168,                0.92008,                0.94308,                0.79247,                0.78362,                0.49495,                0.88515,               2.98e-05,               2.98e-05,               2.98e-05
                    199,                0.52655,                0.29182,                0.80601,                0.91702,                0.91148,                0.94342,                0.78727,                0.78332,                0.49355,                0.88442,              2.485e-05,              2.485e-05,              2.485e-05
                    200,                0.53184,                0.29377,                0.81003,                0.91906,                0.91733,                0.94389,                 0.7895,                0.78461,                0.49369,                0.88523,               1.99e-05,               1.99e-05,               1.99e-05
